"HR  [1/9110]+ ""Bright Star"" 
","HD        [1/225300] Henry Draper"" catalog",RA degre,Dec (degre),"Vmag
Mag",couleur,,,,,,,,,,,,,,,,
6682,163376,"326,25","-41,7161111111111",4.88,Red,,,,,,,,,,,"286,25",,,,,
6688,163588,"321,25","56,8725",3.75,Red,,,,,,,,,,,"283,75",,,,,
6695,163770,325,"37,2505555555556",3.88,Red,,,,,,,,,,,"287,5",,,,,
6698,163917,"328,75","-9,77361111111111",3.34,Red,,,,,,,,,,,"288,75",,,,,
6700,163955,"328,75","-23,8161111111111",4.75,Light blue,,,,,,,,,,,"287,5",,,,,
6703,163993,"326,25","29,2477777777778",3.7,Red,,,,,,,,,,,"287,5",,,,,
6705,164058,325,"51,4888888888889",2.22,Red,,,,,,,,,,,"293,75",,,,,
6707,164136,"327,5","30,1894444444444",4.41,yellow,,,,,,,,,,,"292,5",,,,,
6710,164259,270,"-3,69027777777778",4.62,yellow,,,,,,,,,,,"293,75",,,,,
6712,164284,270,"4,36861111111111",4.6,Light blue,,,,,,,,,,,"293,75",,,,,
6713,164349,270,"16,7508333333333",4.67,Red,,,,,,,,,,,"292,5",,,,,
6714,164353,270,"2,93138888888889",3.93,Light blue,,,,,,,,,,,"296,25",,,,,
6723,164577,"271,25","1,30527777777778",4.42,yellow,,,,,,,,,,,"292,5",,,,,
6730,164669,"271,25","21,5955555555556",4.96,Red,,,,,,,,,,,"298,75",,,,,
6742,164975,"276,25","-29,58",4.69,Red,,,,,,,,,,,300,,,,,
6743,165024,"277,5","-50,0916666666667",3.66,yellow,,,,,,,,,,,"301,25",,,,,
6745,165040,280,"-63,6683333333333",4.35,Red,,,,,,,,,,,295,,,,,
6746,165135,"276,25","-30,4241666666667",2.99,Red,,,,,,,,,,,295,,,,,
6752,165341,"276,25","2,49944444444444",4.03,Red,,,,,,,,,,,"297,5",,,,,
6766,165634,280,"-28,4569444444444",4.56,Red,,,,,,,,,,,"301,25",,,,,
6770,165760,"278,75","8,73388888888889",4.63,Red,,,,,,,,,,,"301,25",,,,,
6771,165777,"278,75","9,56388888888889",3.73,yellow,,,,,,,,,,,305,,,,,
6779,166014,"278,75","28,7625",3.83,Light blue,,,,,,,,,,,"307,5",,,,,
6783,166063,"283,75","-45,9541666666667",4.53,Red,,,,,,,,,,,"306,25",,,,,
6787,166182,280,"20,8144444444444",4.35,Light blue,,,,,,,,,,,"311,25",,,,,
6789,166205,295,"86,5863888888889",4.36,yellow,,,,,,,,,,,"303,75",,,,,
6791,166208,"278,75","43,4616666666667",5,Red,,,,,,,,,,,"308,75",,,,,
6801,166464,"283,75","-23,7011111111111",4.98,Red,,,,,,,,,,,300,,,,,
6812,166937,"286,25","-21,0588888888889",3.85,yellow,,,,,,,,,,,"308,75",,,,,
6815,167006,"283,75","31,4052777777778",4.97,Red,,,,,,,,,,,"313,75",,,,,
6832,167618,"291,25","-36,7616666666667",3.11,Red,,,,,,,,,,,"313,75",,,,,
6842,167818,"292,5","-27,0425",4.63,Red,,,,,,,,,,,"312,5",,,,,
6855,168339,"298,75","-61,4938888888889",4.36,Red,,,,,,,,,,,"316,25",,,,,
6859,168454,295,"-29,8280555555556",2.7,Red,,,,,,,,,,,"313,75",,,,,
6866,168656,295,"3,37722222222222",4.84,Red,,,,,,,,,,,"316,25",,,,,
6868,168720,295,"21,9613888888889",4.96,Red,,,,,,,,,,,"317,5",,,,,
6869,168723,"296,25","-2,89888888888889",3.25,Red,,,,,,,,,,,"306,25",,,,,
6872,168775,"293,75","36,0644444444444",4.34,Red,,,,,,,,,,,325,,,,,
6879,169022,300,"-34,3847222222222",1.85,Light blue,,,,,,,,,,,"326,25",,,,,
6884,169156,"298,75","-8,93444444444445",4.68,Red,,,,,,,,,,,"321,25",,,,,
6895,169414,"298,75","21,7697222222222",3.84,Red,,,,,,,,,,,325,,,,,
6896,169420,"301,25","-20,5416666666667",4.82,Red,,,,,,,,,,,"328,75",,,,,
6897,169467,"302,5","-45,9683333333333",3.51,Light blue,,,,,,,,,,,"328,75",,,,,
6905,169767,305,"-49,0708333333333",4.13,Red,,,,,,,,,,,"326,25",,,,,
6913,169916,"303,75","-25,4216666666667",2.81,Red,,,,,,,,,,,325,,,,,
6916,169978,"308,75","-62,2783333333333",4.64,Red,,,,,,,,,,,"327,5",,,,,
6920,170000,295,"71,3377777777778",4.22,Light blue,,,,,,,,,,,270,,,,,
6923,170073,"298,75","58,8005555555556",4.99,yellow,,,,,,,,,,,270,,,,,
6927,170153,"296,25","72,7327777777778",3.58,yellow,,,,,,,,,,,270,,,,,
6930,170296,"306,25","-14,5658333333333",4.71,yellow,,,,,,,,,,,270,,,,,
6934,170465,"308,75","-45,915",4.96,Red,,,,,,,,,,,"271,25",,,,,
6945,170693,"301,25","65,5636111111111",4.82,Red,,,,,,,,,,,"271,25",,,,,
6951,170845,"311,25","-42,3125",4.64,Red,,,,,,,,,,,"276,25",,,,,
6973,171443,"313,75","-8,24416666666667",3.83,Red,,,,,,,,,,,"277,5",,,,,
6978,171635,310,"57,0455555555556",4.77,yellow,,,,,,,,,,,280,,,,,
6982,171759,"323,75","-71,4283333333333",4.01,Red,,,,,,,,,,,"276,25",,,,,
7001,172167,315,"38,7836111111111",0.03,Light blue,,,,,,,,,,,"276,25",,,,,
7012,172555,"326,25","-64,8713888888889",4.79,Red,,,,,,,,,,,280,,,,,
7020,172748,"322,5","-9,0525",4.72,yellow,,,,,,,,,,,"278,75",,,,,
7029,172910,325,"-35,6422222222222",4.87,Light blue,,,,,,,,,,,"278,75",,,,,
7032,173009,"323,75","-8,27527777777778",4.89,Red,,,,,,,,,,,"278,75",,,,,
7039,173300,"326,25","-26,9908333333333",3.16,Light blue,,,,,,,,,,,"283,75",,,,,
7056,173648,325,"37,605",4.36,yellow,,,,,,,,,,,280,,,,,
7061,173667,"326,25","20,5463888888889",4.19,yellow,,,,,,,,,,,295,,,,,
7063,173764,"328,75","-4,74805555555556",4.22,Red,,,,,,,,,,,"278,75",,,,,
7064,173780,"327,5","26,6619444444444",4.84,Red,,,,,,,,,,,"283,75",,,,,
7069,173880,"328,75","18,1813888888889",4.36,yellow,,,,,,,,,,,"286,25",,,,,
7074,173948,335,"-62,1877777777778",4.22,Light blue,,,,,,,,,,,"283,75",,,,,
7106,174638,"332,5","33,3627777777778",3.42,Light blue,,,,,,,,,,,"291,25",,,,,
7107,174694,340,"-67,2336111111111",4.44,Red,,,,,,,,,,,"292,5",,,,,
7116,174974,"337,5","-22,745",4.83,Red,,,,,,,,,,,"298,75",,,,,
7120,175190,"338,75","-22,6713888888889",4.98,Red,,,,,,,,,,,295,,,,,
7121,175191,"338,75","-26,2966666666667",2.03,Light blue,,,,,,,,,,,295,,,,,
7125,175306,"333,75","59,3883333333333",4.67,Red,,,,,,,,,,,295,,,,,
7133,175492,"337,5","22,6452777777778",4.6,Red,,,,,,,,,,,"296,25",,,,,
7134,175510,"342,5","-52,9383333333333",4.87,Red,,,,,,,,,,,"293,75",,,,,
7137,175535,"336,25","50,7080555555556",4.93,Red,,,,,,,,,,,300,,,,,
7139,175588,"337,5","36,8988888888889",4.3,Red,,,,,,,,,,,"298,75",,,,,
7141,175638,340,"4,20361111111111",4.62,yellow,,,,,,,,,,,"298,75",,,,,
7142,175639,340,"4,20194444444445",4.98,yellow,,,,,,,,,,,"301,25",,,,,
7149,175751,"341,25","-5,84611111111111",4.83,Red,,,,,,,,,,,"302,5",,,,,
7150,175775,"341,25","-21,1066666666667",3.51,Red,,,,,,,,,,,305,,,,,
7152,175813,"342,5","-37,1072222222222",4.87,Red,,,,,,,,,,,"303,75",,,,,
7157,175865,"338,75","43,9461111111111",4,Red,,,,,,,,,,,"308,75",,,,,
7176,176411,"343,75","15,0683333333333",4.02,Red,,,,,,,,,,,295,,,,,
7178,176437,"342,5","32,6894444444444",3.24,Light blue,,,,,,,,,,,"298,75",,,,,
7180,176524,"337,5","71,2972222222222",4.82,Red,,,,,,,,,,,"296,25",,,,,
7188,176638,"288,75","-42,0952777777778",4.75,Red,,,,,,,,,,,"306,25",,,,,
7192,176670,285,"32,1455555555556",4.98,Red,,,,,,,,,,,"308,75",,,,,
7193,176678,"286,25","-5,73888888888889",4.02,Red,,,,,,,,,,,"301,25",,,,,
7194,176687,"287,5","-29,8802777777778",2.59,yellow,,,,,,,,,,,"311,25",,,,,
7217,177241,290,"-21,7416666666667",3.77,Red,,,,,,,,,,,"313,75",,,,,
7234,177716,"292,5","-27,6705555555556",3.31,Red,,,,,,,,,,,310,,,,,
7235,177724,"291,25","13,8633333333333",2.99,yellow,,,,,,,,,,,"323,75",,,,,
7236,177756,"292,5","-4,8825",3.43,Light blue,,,,,,,,,,,315,,,,,
7242,177873,295,"-40,4966666666667",4.59,Red,,,,,,,,,,,"326,25",,,,,
7254,178253,"296,25","-37,9044444444444",4.11,yellow,,,,,,,,,,,"322,5",,,,,
7259,178345,"297,5","-39,3408333333333",4.11,Red,,,,,,,,,,,325,,,,,
7264,178524,"296,25","-21,0236111111111",2.88,yellow,,,,,,,,,,,"323,75",,,,,
7292,179950,"303,75","-25,2566666666667",4.83,yellow,,,,,,,,,,,"326,25",,,,,
7298,180163,"301,25","39,1461111111111",4.38,Light blue,,,,,,,,,,,325,,,,,
7304,180540,"306,25","-18,9530555555556",4.93,Red,,,,,,,,,,,"326,25",,,,,
7306,180554,305,"21,3905555555556",4.77,Light blue,,,,,,,,,,,"328,75",,,,,
7309,180610,"301,25","57,705",4.99,Red,,,,,,,,,,,"327,5",,,,,
7310,180711,300,"67,6616666666667",3.07,Red,,,,,,,,,,,"328,75",,,,,
7314,180809,305,"38,1336111111111",4.38,Red,,,,,,,,,,,335,,,,,
7328,181276,"306,25","53,3686111111111",3.76,Red,,,,,,,,,,,"332,5",,,,,
7337,181454,"312,5","-44,4588888888889",4.01,Red,,,,,,,,,,,340,,,,,
7340,181577,"311,25","-17,8472222222222",3.93,yellow,,,,,,,,,,,"337,5",,,,,
7342,181615,"311,25","-15,955",4.61,Light blue,,,,,,,,,,,"338,75",,,,,
7343,181623,"313,75","-44,7997222222222",4.29,Red,,,,,,,,,,,"338,75",,,,,
7348,181869,"313,75","-40,6161111111111",3.97,Red,,,,,,,,,,,"333,75",,,,,
7352,181984,"303,75","73,3555555555556",4.45,Red,,,,,,,,,,,"337,5",,,,,
7371,182564,310,"65,7144444444445",4.59,yellow,,,,,,,,,,,"342,5",,,,,
7372,182568,315,"29,6213888888889",4.97,Light blue,,,,,,,,,,,"336,25",,,,,
7377,182640,"316,25","3,11472222222222",3.36,yellow,,,,,,,,,,,"337,5",,,,,
7387,182835,"317,5","0,338611111111111",4.72,yellow,,,,,,,,,,,340,,,,,
7405,183439,320,"24,665",4.45,Red,,,,,,,,,,,340,,,,,
7417,183912,"322,5","27,9597222222222",3.14,Red,,,,,,,,,,,"341,25",,,,,
7420,184006,"321,25","51,7297222222222",3.78,yellow,,,,,,,,,,,"341,25",,,,,
7424,184127,"328,75","-48,0991666666667",4.9,Red,,,,,,,,,,,"342,5",,,,,
7426,184171,"323,75","34,4530555555556",4.74,Light blue,,,,,,,,,,,"338,75",,,,,
7429,184406,"327,5","7,37888888888889",4.45,Red,,,,,,,,,,,"343,75",,,,,
7437,184606,"327,5","19,7733333333333",4.99,Light blue,,,,,,,,,,,"342,5",,,,,
7440,184707,330,"-24,8836111111111",4.6,Light blue,,,,,,,,,,,"337,5",,,,,
7446,184915,330,"-7,0275",4.96,Light blue,,,,,,,,,,,"288,75",,,,,
7447,184930,330,"-1,28638888888889",4.36,Light blue,,,,,,,,,,,285,,,,,
7462,185144,325,"69,6611111111111",4.69,Red,,,,,,,,,,,"286,25",,,,,
7469,185395,330,"50,2211111111111",4.47,yellow,,,,,,,,,,,"287,5",,,,,
7478,185734,"333,75","30,1533333333333",4.7,Red,,,,,,,,,,,290,,,,,
7479,185758,335,"18,0138888888889",4.38,Red,,,,,,,,,,,"292,5",,,,,
7488,185958,"336,25","17,4758333333333",4.38,Red,,,,,,,,,,,"291,25",,,,,
7515,186648,"342,5","-19,7611111111111",4.86,Red,,,,,,,,,,,"292,5",,,,,
7517,186675,340,"37,3544444444444",4.89,Red,,,,,,,,,,,295,,,,,
7525,186791,"342,5","10,6133333333333",2.72,Red,,,,,,,,,,,"296,25",,,,,
7528,186882,340,"45,1308333333333",2.87,Light blue,,,,,,,,,,,"297,5",,,,,
7534,187013,"342,5","33,7277777777778",4.99,Red,,,,,,,,,,,"296,25",,,,,
7536,187076,"343,75","18,5341666666667",3.81,Red,,,,,,,,,,,"303,75",,,,,
7546,187362,345,"19,1419444444444",5,yellow,,,,,,,,,,,"301,25",,,,,
7557,187642,"347,5","8,86833333333333",0.76,yellow,,,,,,,,,,,"306,25",,,,,
7564,187796,"347,5","32,9141666666667",4.24,Red,,,,,,,,,,,305,,,,,
7565,187811,"348,75","22,61",4.96,Light blue,,,,,,,,,,,"301,25",,,,,
7570,187929,350,"1,00555555555556",3.9,Red,,,,,,,,,,,300,,,,,
7581,188114,"353,75","-41,8683333333333",4.13,Red,,,,,,,,,,,305,,,,,
7582,188119,345,"70,2677777777778",3.84,Red,,,,,,,,,,,"306,25",,,,,
7590,188228,300,"-72,9105555555556",3.96,yellow,,,,,,,,,,,"312,5",,,,,
7592,188260,"351,25","24,0797222222222",4.58,Light blue,,,,,,,,,,,"311,25",,,,,
7595,188310,"352,5","8,46138888888889",4.68,Red,,,,,,,,,,,"311,25",,,,,
7597,188376,"353,75","-26,2994444444444",4.7,Red,,,,,,,,,,,"313,75",,,,,
7602,188512,"353,75","6,40666666666667",3.72,Red,,,,,,,,,,,"313,75",,,,,
7604,188603,355,"-27,17",4.5,Red,,,,,,,,,,,"303,75",,,,,
7613,188892,"353,75","38,4866666666667",4.95,Light blue,,,,,,,,,,,310,,,,,
7615,188947,355,"35,0833333333333",3.93,Red,,,,,,,,,,,315,,,,,
7618,189005,"357,5","-26,1955555555556",4.82,Red,,,,,,,,,,,"316,25",,,,,
7619,189037,"353,75","52,4388888888889",4.92,yellow,,,,,,,,,,,"317,5",,,,,
7623,189103,"358,75","-35,2763888888889",4.37,yellow,,,,,,,,,,,320,,,,,
7633,189276,"353,75","58,8461111111111",4.96,Red,,,,,,,,,,,"322,5",,,,,
7635,189319,"357,5","19,4922222222222",3.47,Red,,,,,,,,,,,"321,25",,,,,
7650,189763,"302,5","-27,71",4.54,Red,,,,,,,,,,,"328,75",,,,,
7652,189831,"303,75","-37,9408333333333",4.77,Red,,,,,,,,,,,"323,75",,,,,
7653,189849,"301,25","27,7536111111111",4.65,yellow,,,,,,,,,,,"327,5",,,,,
7659,190056,305,"-32,0561111111111",4.99,Red,,,,,,,,,,,"327,5",,,,,
7665,190248,310,"-66,1822222222222",3.56,Red,,,,,,,,,,,330,,,,,
7673,190421,"308,75","-52,8808333333333",4.97,Red,,,,,,,,,,,330,,,,,
7685,190940,"302,5","67,8736111111111",4.5,Red,,,,,,,,,,,330,,,,,
7708,191610,"311,25","36,8397222222222",4.93,yellow,,,,,,,,,,,325,,,,,
7710,191692,"313,75","-0,821388888888889",3.22,Light blue,,,,,,,,,,,330,,,,,
7724,192425,"317,5","15,1975",4.95,yellow,,,,,,,,,,,"333,75",,,,,
7730,192514,"316,25","46,8158333333333",4.83,yellow,,,,,,,,,,,335,,,,,
7735,192577,"316,25","46,7413888888889",3.8,Red,,,,,,,,,,,"336,25",,,,,
7736,192640,"317,5","36,8063888888889",4.99,yellow,,,,,,,,,,,"342,5",,,,,
7739,192685,"318,75","25,5919444444444",4.77,Light blue,,,,,,,,,,,340,,,,,
7740,192696,"316,25","56,5677777777778",4.3,yellow,,,,,,,,,,,"342,5",,,,,
7744,192806,"318,75","27,8141666666667",4.52,Red,,,,,,,,,,,340,,,,,
7747,192876,"321,25","-12,5083333333333",4.27,Red,,,,,,,,,,,"342,5",,,,,
7750,192907,310,"77,7113888888889",4.39,Light blue,,,,,,,,,,,"343,75",,,,,
7751,192909,"318,75","47,7144444444444",3.98,Red,,,,,,,,,,,345,,,,,
7754,192947,"322,5","-12,545",3.58,Red,,,,,,,,,,,"347,5",,,,,
7763,193237,"321,25","38,0330555555556",4.82,yellow,,,,,,,,,,,"347,5",,,,,
7773,193432,325,"-12,7591666666667",4.76,Light blue,,,,,,,,,,,"348,75",,,,,
7776,193495,"326,25","-14,7813888888889",3.08,Red,,,,,,,,,,,350,,,,,
7790,193924,"331,25","-56,7352777777778",1.94,Light blue,,,,,,,,,,,"353,75",,,,,
7796,194093,"327,5","40,2566666666667",2.23,Red,,,,,,,,,,,345,,,,,
7806,194317,"328,75","32,1902777777778",4.44,Red,,,,,,,,,,,300,,,,,
7822,194943,335,"-17,8136111111111",4.81,yellow,,,,,,,,,,,"351,25",,,,,
7831,195135,"336,25","-2,88555555555556",4.91,Red,,,,,,,,,,,"352,5",,,,,
7834,195295,"336,25","30,3686111111111",4.01,yellow,,,,,,,,,,,"353,75",,,,,
7844,195556,"337,5","48,9516666666667",4.95,Light blue,,,,,,,,,,,"353,75",,,,,
7848,195627,"343,75","-60,5816666666667",4.76,Red,,,,,,,,,,,355,,,,,
7850,195725,"336,25","62,9941666666667",4.22,yellow,,,,,,,,,,,"353,75",,,,,
7852,195810,"341,25","11,3033333333333",4.04,Light blue,,,,,,,,,,,355,,,,,
7859,195961,"346,25","-61,53",4.88,Red,,,,,,,,,,,"357,5",,,,,
7866,196093,"341,25","35,2508333333333",4.63,Red,,,,,,,,,,,"353,75",,,,,
7869,196171,"346,25","-47,2913888888889",3.11,Red,,,,,,,,,,,"358,75",,,,,
7871,196180,"343,75","14,6741666666667",4.69,yellow,,,,,,,,,,,"353,75",,,,,
7873,196321,345,"-2,54972222222222",4.89,Red,,,,,,,,,,,"357,5",,,,,
7882,196524,"346,25","14,5952777777778",3.63,yellow,,,,,,,,,,,"302,5",,,,,
7884,196574,"347,5","-1,10527777777778",4.33,Red,,,,,,,,,,,"303,75",,,,,
7891,196724,"347,5","21,2011111111111",4.82,Light blue,,,,,,,,,,,"301,25",,,,,
7906,196867,"348,75","15,9119444444444",3.77,Light blue,,,,,,,,,,,305,,,,,
7913,197051,355,"-66,2030555555556",3.42,Red,,,,,,,,,,,310,,,,,
7920,197157,355,"-51,9211111111111",4.51,Red,,,,,,,,,,,"308,75",,,,,
7924,197345,"351,25","45,2802777777778",1.25,yellow,,,,,,,,,,,"302,5",,,,,
7928,197461,"353,75","15,0744444444444",4.44,yellow,,,,,,,,,,,"311,25",,,,,
7936,197692,"357,5","-25,2711111111111",4.13,yellow,,,,,,,,,,,"313,75",,,,,
7939,197752,355,"25,2708333333333",4.91,Red,,,,,,,,,,,"317,5",,,,,
7942,197912,"356,25","30,7197222222222",4.23,Red,,,,,,,,,,,"316,25",,,,,
7948,197964,"357,5","16,1241666666667",4.27,Red,,,,,,,,,,,"316,25",,,,,
7949,197989,"357,5","33,9702777777778",2.46,Red,,,,,,,,,,,"317,5",,,,,
7950,198001,"358,75","-9,49583333333333",3.77,yellow,,,,,,,,,,,"318,75",,,,,
7951,198026,"358,75","-5,02777777777778",4.44,Red,,,,,,,,,,,"316,25",,,,,
7952,198048,"361,25","-46,2269444444445",4.89,Red,,,,,,,,,,,"318,75",,,,,
7955,198084,"356,25","57,5797222222222",4.52,yellow,,,,,,,,,,,"321,25",,,,,
7956,198134,"358,75","34,3741666666667",4.92,Red,,,,,,,,,,,310,,,,,
7957,198149,"356,25","61,8388888888889",3.43,Red,,,,,,,,,,,"318,75",,,,,
7963,198183,"358,75","36,4908333333333",4.54,Light blue,,,,,,,,,,,"322,5",,,,,
7965,198232,"361,25","-33,78",4.9,Red,,,,,,,,,,,"321,25",,,,,
7977,198478,360,"46,1141666666667",4.86,yellow,,,,,,,,,,,325,,,,,
7980,198542,"363,75","-26,9191666666667",4.12,Red,,,,,,,,,,,"326,25",,,,,
7986,198700,"367,5","-58,4541666666667",3.65,Red,,,,,,,,,,,"331,25",,,,,
7990,198743,365,"-8,98333333333333",4.75,yellow,,,,,,,,,,,"327,5",,,,,
7995,198809,365,"27,0969444444444",4.57,Red,,,,,,,,,,,"328,75",,,,,
8001,199081,"366,25","44,3872222222222",4.77,Light blue,,,,,,,,,,,335,,,,,
8028,199629,"371,25","41,1672222222222",3.94,yellow,,,,,,,,,,,"336,25",,,,,
8039,199951,"316,25","-32,2577777777778",4.67,Red,,,,,,,,,,,"336,25",,,,,
8047,200120,"373,75","47,5211111111111",4.75,Light blue,,,,,,,,,,,"337,5",,,,,
8060,200499,320,"-19,855",4.84,yellow,,,,,,,,,,,"343,75",,,,,
8075,200761,"321,25","-17,2327777777778",4.07,Light blue,,,,,,,,,,,"336,25",,,,,
8079,200905,320,"43,9277777777778",3.73,Red,,,,,,,,,,,"341,25",,,,,
8080,200914,"323,75","-25,0058333333333",4.49,Red,,,,,,,,,,,"346,25",,,,,
8089,201251,"322,5","47,6483333333333",4.6,Red,,,,,,,,,,,"341,25",,,,,
8093,201381,"326,25","-11,3716666666667",4.52,Red,,,,,,,,,,,"346,25",,,,,
8097,201601,"327,5","10,1313888888889",4.68,yellow,,,,,,,,,,,"343,75",,,,,
8115,202109,330,"30,2269444444444",3.21,Red,,,,,,,,,,,345,,,,,
8123,202275,"332,5","10,0069444444444",4.49,yellow,,,,,,,,,,,"346,25",,,,,
8130,202444,"332,5","38,0455555555555",3.73,yellow,,,,,,,,,,,"347,5",,,,,
8131,202447,"333,75","5,24777777777778",3.9,yellow,,,,,,,,,,,"347,5",,,,,
8135,202627,"336,25","-32,1725",4.71,Red,,,,,,,,,,,"348,75",,,,,
8140,202730,"338,75","-53,4497222222222",4.39,Red,,,,,,,,,,,355,,,,,
8143,202850,"336,25","39,3947222222222",4.24,yellow,,,,,,,,,,,355,,,,,
8146,202904,"336,25","34,8969444444444",4.42,Light blue,,,,,,,,,,,"351,25",,,,,
8151,203006,340,"-40,8097222222222",4.82,yellow,,,,,,,,,,,"353,75",,,,,
8154,203064,"337,5","43,9461111111111",5,yellow,,,,,,,,,,,"357,5",,,,,
8162,203280,"337,5","62,5855555555556",2.45,yellow,,,,,,,,,,,355,,,,,
8167,203387,"342,5","-16,8347222222222",4.27,Red,,,,,,,,,,,"356,25",,,,,
8173,203504,"342,5","19,8044444444444",4.09,Red,,,,,,,,,,,"357,5",,,,,
8181,203608,"347,5","-65,3663888888889",4.22,yellow,,,,,,,,,,,"357,5",,,,,
8204,204075,"347,5","-22,4113888888889",3.74,Red,,,,,,,,,,,"358,75",,,,,
8213,204381,350,"-21,8072222222222",4.5,Red,,,,,,,,,,,"358,75",,,,,
8225,204724,"351,25","23,6388888888889",4.57,Red,,,,,,,,,,,"361,25",,,,,
8232,204867,"353,75","-5,57111111111111",2.89,Red,,,,,,,,,,,"356,25",,,,,
8238,205021,350,"70,5608333333333",3.23,Light blue,,,,,,,,,,,"358,75",,,,,
8252,205435,"356,25","45,5919444444444",4.02,Red,,,,,,,,,,,"356,25",,,,,
8254,205478,"366,25","-77,39",3.76,Red,,,,,,,,,,,"358,75",,,,,
8255,205512,"357,5","38,5341666666667",4.91,Red,,,,,,,,,,,"361,25",,,,,
8260,205637,"361,25","-19,4661111111111",4.68,Light blue,,,,,,,,,,,360,,,,,
8264,205767,"361,25","-7,85416666666667",4.69,yellow,,,,,,,,,,,"363,75",,,,,
8278,206088,365,"-16,6625",3.67,yellow,,,,,,,,,,,"367,5",,,,,
8279,206165,"361,25","62,0819444444444",4.73,yellow,,,,,,,,,,,365,,,,,
8288,206453,"367,5","-18,8663888888889",4.73,Red,,,,,,,,,,,365,,,,,
8301,206672,"367,5","51,1897222222222",4.67,Light blue,,,,,,,,,,,"366,25",,,,,
8305,206742,370,"-33,0258333333333",4.34,Light blue,,,,,,,,,,,"371,25",,,,,
8308,206778,370,"9,875",2.39,Red,,,,,,,,,,,"316,25",,,,,
8309,206826,370,"28,7427777777778",4.73,yellow,,,,,,,,,,,"373,75",,,,,
8313,206859,370,"17,35",4.35,Red,,,,,,,,,,,320,,,,,
8315,206901,370,"25,645",4.12,yellow,,,,,,,,,,,"321,25",,,,,
8316,206936,"368,75","58,78",4.08,Red,,,,,,,,,,,320,,,,,
8317,206952,"366,25","71,3116666666667",4.57,Red,,,,,,,,,,,"323,75",,,,,
8322,207098,"373,75","-16,1272222222222",2.83,yellow,,,,,,,,,,,"322,5",,,,,
8334,207260,"371,25","61,1208333333333",4.29,yellow,,,,,,,,,,,"326,25",,,,,
8335,207330,"372,5","49,3097222222222",4.24,Light blue,,,,,,,,,,,"327,5",,,,,
8353,207971,"381,25","-37,365",3.01,Light blue,,,,,,,,,,,330,,,,,
8368,208450,"386,25","-54,9927777777778",4.4,Red,,,,,,,,,,,"332,5",,,,,
8383,208816,385,"63,6258333333333",4.9,Red,,,,,,,,,,,"332,5",,,,,
8387,209100,"333,75","-56,7861111111111",4.69,Red,,,,,,,,,,,"333,75",,,,,
8402,209409,"333,75","-2,15527777777778",4.69,Light blue,,,,,,,,,,,"336,25",,,,,
8411,209688,"337,5","-39,5433333333333",4.46,Red,,,,,,,,,,,"338,75",,,,,
8413,209747,"336,25","5,05861111111111",4.84,Red,,,,,,,,,,,"336,25",,,,,
8414,209750,"336,25","-0,319722222222222",2.94,Red,,,,,,,,,,,"336,25",,,,,
8417,209790,"333,75","64,6280555555556",4.29,yellow,,,,,,,,,,,340,,,,,
8418,209819,"337,5","-13,8697222222222",4.25,Light blue,,,,,,,,,,,"337,5",,,,,
8425,209952,340,"-46,9611111111111",1.71,Light blue,,,,,,,,,,,"337,5",,,,,
8430,210027,"338,75","25,345",3.76,yellow,,,,,,,,,,,"342,5",,,,,
8431,210049,340,"-32,9886111111111",4.5,yellow,,,,,,,,,,,"342,5",,,,,
8433,210066,340,"-34,0438888888889",4.99,Red,,,,,,,,,,,"347,5",,,,,
8447,210302,"342,5","-32,5486111111111",4.92,Red,,,,,,,,,,,"347,5",,,,,
8450,210418,"342,5","6,19777777777778",3.55,yellow,,,,,,,,,,,350,,,,,
8454,210459,"341,25","33,1783333333333",4.29,yellow,,,,,,,,,,,"351,25",,,,,
8465,210745,"342,5","58,2013888888889",3.35,Red,,,,,,,,,,,"353,75",,,,,
8468,210807,"341,25","72,3413888888889",4.79,Red,,,,,,,,,,,350,,,,,
8485,211073,"346,25","39,715",4.49,Red,,,,,,,,,,,"356,25",,,,,
8486,211088,"348,75","-41,3466666666667",4.79,Red,,,,,,,,,,,"366,25",,,,,
8494,211336,"348,75","57,0436111111111",4.19,yellow,,,,,,,,,,,"357,5",,,,,
8498,211388,"348,75","37,7488888888889",4.15,Red,,,,,,,,,,,"361,25",,,,,
8499,211391,350,"-7,78333333333333",4.16,Red,,,,,,,,,,,"361,25",,,,,
8502,211416,"352,5","-60,2597222222222",2.86,Red,,,,,,,,,,,365,,,,,
8518,212061,"356,25","-1,38722222222222",3.84,Light blue,,,,,,,,,,,"361,25",,,,,
8522,212097,"356,25","28,3305555555556",4.81,Light blue,,,,,,,,,,,"367,5",,,,,
8523,212120,"356,25","46,5366666666667",4.56,Light blue,,,,,,,,,,,"367,5",,,,,
8538,212496,"358,75","52,2291666666667",4.44,Red,,,,,,,,,,,370,,,,,
8539,212571,"361,25","1,3775",4.64,Light blue,,,,,,,,,,,370,,,,,
8540,212581,"363,75","-64,9666666666667",4.48,Red,,,,,,,,,,,370,,,,,
8541,212593,360,"49,4763888888889",4.58,Light blue,,,,,,,,,,,370,,,,,
8551,212943,"363,75","4,69555555555556",4.8,Red,,,,,,,,,,,370,,,,,
8556,213009,"366,25","-43,4958333333333",3.97,Red,,,,,,,,,,,"368,75",,,,,
8558,213051,365,"-0,020277777777778",4.59,Red,,,,,,,,,,,"366,25",,,,,
